,App Name,Description,Bot Number,Count
1501,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B025009,1.0
1502,41,XOXO! This game gives a modern twist to its classic counterpart with introduction of themes related to magic and aliens! Watch your little one improve their logical thinking and problem solving skills through Tic Tac Toe!,M3B025009,1.0
1503,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B025009,1.0
1504,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B025009,0.0
1505,39,"Start smart is a new-age classroom for beginners, with colorful images, animations, sounds, music & voice narration! This app offers over 275 educational games, covers English, Math, Science & Geography in a super interesting & fun way and lays the perfect learning foundation for your little one!",M3B025009,0.0
1506,42,"A collection of digital comic books with sounds and pictures that enhance the whole story telling experience! Teach your kids good morals, values, ethics & kindness through Ting Ting Tales. This can be a great bedtime routine for your little one!",M3B025009,0.0
1507,35,Help improve your child's image recognition and hand-eye coordination skill with puzzles! It gets your child to unscramble an image from upto 30 different pieces into 1 recognizable image! Scramble & Unscramble dozens of images with Puzzle Time!,M3B025009,0.0
1508,44,Entertain your child with animal sounds! This app comprises of various animal sounds which will help your child in understanding our fellow earthlings in a much better way.,M3B023763,0.0
1509,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B023763,0.0
1510,17,"The Fight Viruses app is a 10-level innovative match-up game. It teaches kids about health, sanitisation & cleanliness. It also teaches best practices & precautionary measures one should take against virus infections.",M3B023763,0.0
1511,19,Set Miko free! Miko strolls around the house & greets people on its way with some music & dance! It's like having a new member in the family!,M3B023763,0.0
1512,41,XOXO! This game gives a modern twist to its classic counterpart with introduction of themes related to magic and aliens! Watch your little one improve their logical thinking and problem solving skills through Tic Tac Toe!,M3B023763,0.0
1513,35,Help improve your child's image recognition and hand-eye coordination skill with puzzles! It gets your child to unscramble an image from upto 30 different pieces into 1 recognizable image! Scramble & Unscramble dozens of images with Puzzle Time!,M3B023763,0.0
1514,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B023763,1.0
1515,45,"Teach your kids about world capitals, flags, countries & geography with this app! The world map highlights the various country regions to make learning much easier & fun!",M3B02D4C8,0.0
1516,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B02D4C8,0.0
1517,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B02D4C8,0.0
1518,23,"Take your kid's playful learning to a whole new level through a collection of videos, games and audios from Lingokids! Whether you want your kid to brush up on their English vocabulary, numbers, or just have a good old boogie - we've got you covered!",M3B02D4C8,0.0
1519,6,"'You better not pout, I am telling you why, Santa Claus is coming to town!' Let your kids sing along to classic christmas carols & play fun games to receive gifts from Santa! Let's spread the holiday cheer this season!",M3B02D4C8,0.0
1520,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B02D4C8,1.0
1521,37,"Miko 'walks the walk & talks the talk' in style! With our new AI feature, let Miko stroll around the house as it greets people without toppling over edges! Kids will love following Miko around!",M3B02D4C8,1.0
1522,44,Entertain your child with animal sounds! This app comprises of various animal sounds which will help your child in understanding our fellow earthlings in a much better way.,M3B02DC5C,0.0
1523,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B02DC5C,0.0
1524,41,XOXO! This game gives a modern twist to its classic counterpart with introduction of themes related to magic and aliens! Watch your little one improve their logical thinking and problem solving skills through Tic Tac Toe!,M3B02DC5C,0.0
1525,17,"The Fight Viruses app is a 10-level innovative match-up game. It teaches kids about health, sanitisation & cleanliness. It also teaches best practices & precautionary measures one should take against virus infections.",M3B02DC5C,0.0
1526,38,"Spellings can be very challenging. However, Spell Master makes learning super fun! It teaches spellings in a quizzical manner to keep the child engaged and entertained! Categorized into Beginner, Intermediate and Advanced, this game caters to all!",M3B02DC5C,0.0
1527,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B02DC5C,1.0
1528,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B02DC5C,1.0
1529,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B0253D0,0.0
1530,20,"Bond with your kids with this award winning story-telling app! The app comes with a ton of exciting stories such as fairytales, Aesop's fables, bedtime stories, moral & ethic learning stories & a lot more!",M3B0253D0,0.0
1531,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B0253D0,1.0
1532,23,"Take your kid's playful learning to a whole new level through a collection of videos, games and audios from Lingokids! Whether you want your kid to brush up on their English vocabulary, numbers, or just have a good old boogie - we've got you covered!",M3B0253D0,1.0
1533,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B0253D0,0.0
1534,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B0253D0,0.0
1535,42,"A collection of digital comic books with sounds and pictures that enhance the whole story telling experience! Teach your kids good morals, values, ethics & kindness through Ting Ting Tales. This can be a great bedtime routine for your little one!",M3B0253D0,0.0
1536,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B02A519,0.0
1537,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B02A519,0.0
1538,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B02A519,0.0
1539,11,"Help build your child's problem solving, logical reasoning & memorizing skills at an early age! This app offers over 50 age-appropriate & educational games covering curriculum subjects such as science, maths, history etc. to ensure education is super engaging & fun!",M3B02A519,0.0
1540,32,Meet Real-life Doctors Chris & Xand as they take kids on a scientific journey of how the human body works! A show that is both fun & educational for your little one!,M3B02A519,0.0
1541,37,"Miko 'walks the walk & talks the talk' in style! With our new AI feature, let Miko stroll around the house as it greets people without toppling over edges! Kids will love following Miko around!",M3B02A519,0.0
1542,20,"Bond with your kids with this award winning story-telling app! The app comes with a ton of exciting stories such as fairytales, Aesop's fables, bedtime stories, moral & ethic learning stories & a lot more!",M3B02A519,1.0
1543,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B02855D,0.0
1544,39,"Start smart is a new-age classroom for beginners, with colorful images, animations, sounds, music & voice narration! This app offers over 275 educational games, covers English, Math, Science & Geography in a super interesting & fun way and lays the perfect learning foundation for your little one!",M3B02855D,0.0
1545,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B02855D,0.0
1546,19,Set Miko free! Miko strolls around the house & greets people on its way with some music & dance! It's like having a new member in the family!,M3B02855D,0.0
1547,17,"The Fight Viruses app is a 10-level innovative match-up game. It teaches kids about health, sanitisation & cleanliness. It also teaches best practices & precautionary measures one should take against virus infections.",M3B02855D,0.0
1548,38,"Spellings can be very challenging. However, Spell Master makes learning super fun! It teaches spellings in a quizzical manner to keep the child engaged and entertained! Categorized into Beginner, Intermediate and Advanced, this game caters to all!",M3B02855D,0.0
1549,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B02855D,1.0
1550,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B029B79,0.0
1551,6,"'You better not pout, I am telling you why, Santa Claus is coming to town!' Let your kids sing along to classic christmas carols & play fun games to receive gifts from Santa! Let's spread the holiday cheer this season!",M3B029B79,0.0
1552,37,"Miko 'walks the walk & talks the talk' in style! With our new AI feature, let Miko stroll around the house as it greets people without toppling over edges! Kids will love following Miko around!",M3B029B79,0.0
1553,19,Set Miko free! Miko strolls around the house & greets people on its way with some music & dance! It's like having a new member in the family!,M3B029B79,0.0
1554,17,"The Fight Viruses app is a 10-level innovative match-up game. It teaches kids about health, sanitisation & cleanliness. It also teaches best practices & precautionary measures one should take against virus infections.",M3B029B79,0.0
1555,35,Help improve your child's image recognition and hand-eye coordination skill with puzzles! It gets your child to unscramble an image from upto 30 different pieces into 1 recognizable image! Scramble & Unscramble dozens of images with Puzzle Time!,M3B029B79,0.0
1556,41,XOXO! This game gives a modern twist to its classic counterpart with introduction of themes related to magic and aliens! Watch your little one improve their logical thinking and problem solving skills through Tic Tac Toe!,M3B029B79,1.0
1557,23,"Take your kid's playful learning to a whole new level through a collection of videos, games and audios from Lingokids! Whether you want your kid to brush up on their English vocabulary, numbers, or just have a good old boogie - we've got you covered!",M3B029067,0.0
1558,24,Who doesn't love an arts & crafts project! Enjoy the art of creating with tutorial videos that guide your kid through a step by step process in a simple & understandable manner! Let's get creative!,M3B029067,0.0
1559,10,"Imagine a personal TV curated specially for your little one! The app plays award-winning tv shows & games for kids covering topics such as science, nature, history, art, technology, social-emotional learning etc. With 13000+ hours of educational videos & 200+ games, your kid is sure to learn great things while having the best time!",M3B029067,0.0
1560,39,"Start smart is a new-age classroom for beginners, with colorful images, animations, sounds, music & voice narration! This app offers over 275 educational games, covers English, Math, Science & Geography in a super interesting & fun way and lays the perfect learning foundation for your little one!",M3B029067,0.0
1561,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B029067,1.0
1562,30,"Imagine giving your child a virtual pet dinosaur! Wouldn't that be cool? Join Chloe ,Topsy ,Megan & Fluffy in their daily adventures as they interact with their petsauruses in the cutest ways!",M3B029067,1.0
1563,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B029067,1.0
1564,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B02277C,0.0
1565,44,Entertain your child with animal sounds! This app comprises of various animal sounds which will help your child in understanding our fellow earthlings in a much better way.,M3B02277C,0.0
1566,20,"Bond with your kids with this award winning story-telling app! The app comes with a ton of exciting stories such as fairytales, Aesop's fables, bedtime stories, moral & ethic learning stories & a lot more!",M3B02277C,0.0
1567,37,"Miko 'walks the walk & talks the talk' in style! With our new AI feature, let Miko stroll around the house as it greets people without toppling over edges! Kids will love following Miko around!",M3B02277C,0.0
1568,0,"Enjoy the experience of story-telling with one of the finest curators! Bibo takes your kids on a journey through space and time to meet aliens, dinosaurs & other magical creatures!",M3B02277C,0.0
1569,41,XOXO! This game gives a modern twist to its classic counterpart with introduction of themes related to magic and aliens! Watch your little one improve their logical thinking and problem solving skills through Tic Tac Toe!,M3B02277C,0.0
1570,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B02277C,1.0
1571,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B022A08,0.0
1572,44,Entertain your child with animal sounds! This app comprises of various animal sounds which will help your child in understanding our fellow earthlings in a much better way.,M3B022A08,0.0
1573,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B022A08,0.0
1574,3,"Enter a classroom filled with colorful images, animations, sounds, music & voice narration! Brain Buzz is designed to bring out the inner Einstein out of your little one. Over 290 educational games, covering classroom subjects such as English, Math, Science & Geography will make learning super interesting & fun!",M3B022A08,0.0
1575,20,"Bond with your kids with this award winning story-telling app! The app comes with a ton of exciting stories such as fairytales, Aesop's fables, bedtime stories, moral & ethic learning stories & a lot more!",M3B022A08,0.0
1576,17,"The Fight Viruses app is a 10-level innovative match-up game. It teaches kids about health, sanitisation & cleanliness. It also teaches best practices & precautionary measures one should take against virus infections.",M3B022A08,0.0
1577,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B022A08,1.0
1578,23,"Take your kid's playful learning to a whole new level through a collection of videos, games and audios from Lingokids! Whether you want your kid to brush up on their English vocabulary, numbers, or just have a good old boogie - we've got you covered!",M3B02A9FA,0.0
1579,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B02A9FA,0.0
1580,32,Meet Real-life Doctors Chris & Xand as they take kids on a scientific journey of how the human body works! A show that is both fun & educational for your little one!,M3B02A9FA,0.0
1581,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B02A9FA,0.0
1582,30,"Imagine giving your child a virtual pet dinosaur! Wouldn't that be cool? Join Chloe ,Topsy ,Megan & Fluffy in their daily adventures as they interact with their petsauruses in the cutest ways!",M3B02A9FA,0.0
1583,26,Enjoy a collection of hand-picked rhymes & children- friendly songs for your little one! Let's get ready for some Itsy-Bitsy fun!,M3B02A9FA,1.0
1584,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B02A9FA,1.0
1585,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B028A29,0.0
1586,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B028A29,0.0
1587,6,"'You better not pout, I am telling you why, Santa Claus is coming to town!' Let your kids sing along to classic christmas carols & play fun games to receive gifts from Santa! Let's spread the holiday cheer this season!",M3B028A29,0.0
1588,0,"Enjoy the experience of story-telling with one of the finest curators! Bibo takes your kids on a journey through space and time to meet aliens, dinosaurs & other magical creatures!",M3B028A29,0.0
1589,16,Relive classic stories like the Three Little Pigs and Rapunzel alongside your pal Miko.,M3B028A29,0.0
1590,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B028A29,1.0
1591,26,Enjoy a collection of hand-picked rhymes & children- friendly songs for your little one! Let's get ready for some Itsy-Bitsy fun!,M3B028A29,1.0
1592,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B028951,0.0
1593,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B028951,0.0
1594,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B028951,0.0
1595,6,"'You better not pout, I am telling you why, Santa Claus is coming to town!' Let your kids sing along to classic christmas carols & play fun games to receive gifts from Santa! Let's spread the holiday cheer this season!",M3B028951,0.0
1596,17,"The Fight Viruses app is a 10-level innovative match-up game. It teaches kids about health, sanitisation & cleanliness. It also teaches best practices & precautionary measures one should take against virus infections.",M3B028951,0.0
1597,35,Help improve your child's image recognition and hand-eye coordination skill with puzzles! It gets your child to unscramble an image from upto 30 different pieces into 1 recognizable image! Scramble & Unscramble dozens of images with Puzzle Time!,M3B028951,0.0
1598,41,XOXO! This game gives a modern twist to its classic counterpart with introduction of themes related to magic and aliens! Watch your little one improve their logical thinking and problem solving skills through Tic Tac Toe!,M3B028951,1.0
1599,20,"Bond with your kids with this award winning story-telling app! The app comes with a ton of exciting stories such as fairytales, Aesop's fables, bedtime stories, moral & ethic learning stories & a lot more!",M3B022FBB,0.0
1600,26,Enjoy a collection of hand-picked rhymes & children- friendly songs for your little one! Let's get ready for some Itsy-Bitsy fun!,M3B022FBB,0.0
1601,21,"Kidoodle.TV is a premiere streaming service devoted to providing safe, engaging, and inspiring experiences for children. With an extensive content library featuring popular TV shows, educational and entertaining programming, gaming content and more. Find the peace-of-mind knowing your kids are safe with Kidoodle.",M3B022FBB,0.0
1602,39,"Start smart is a new-age classroom for beginners, with colorful images, animations, sounds, music & voice narration! This app offers over 275 educational games, covers English, Math, Science & Geography in a super interesting & fun way and lays the perfect learning foundation for your little one!",M3B022FBB,0.0
1603,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B022FBB,1.0
1604,23,"Take your kid's playful learning to a whole new level through a collection of videos, games and audios from Lingokids! Whether you want your kid to brush up on their English vocabulary, numbers, or just have a good old boogie - we've got you covered!",M3B022FBB,1.0
1605,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B022FBB,1.0
1606,21,"Kidoodle.TV is a premiere streaming service devoted to providing safe, engaging, and inspiring experiences for children. With an extensive content library featuring popular TV shows, educational and entertaining programming, gaming content and more. Find the peace-of-mind knowing your kids are safe with Kidoodle.",M3B02D558,0.0
1607,26,Enjoy a collection of hand-picked rhymes & children- friendly songs for your little one! Let's get ready for some Itsy-Bitsy fun!,M3B02D558,0.0
1608,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B02D558,0.0
1609,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B02D558,0.0
1610,12,"Help build your child's critical thinking & creative skills in the most entertaining way! This app plays award-winning tv shows & documentaries for kids covering topics such as science, nature, history, art, technology, social-emotional learning etc. With 13000+ hours of unique shows, your kid is sure to learn great things while having the best time!",M3B02D558,1.0
1611,37,"Miko 'walks the walk & talks the talk' in style! With our new AI feature, let Miko stroll around the house as it greets people without toppling over edges! Kids will love following Miko around!",M3B02D558,1.0
1612,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B02D558,1.0
1613,3,"Enter a classroom filled with colorful images, animations, sounds, music & voice narration! Brain Buzz is designed to bring out the inner Einstein out of your little one. Over 290 educational games, covering classroom subjects such as English, Math, Science & Geography will make learning super interesting & fun!",M3B022F9E,0.0
1614,35,Help improve your child's image recognition and hand-eye coordination skill with puzzles! It gets your child to unscramble an image from upto 30 different pieces into 1 recognizable image! Scramble & Unscramble dozens of images with Puzzle Time!,M3B022F9E,0.0
1615,38,"Spellings can be very challenging. However, Spell Master makes learning super fun! It teaches spellings in a quizzical manner to keep the child engaged and entertained! Categorized into Beginner, Intermediate and Advanced, this game caters to all!",M3B022F9E,0.0
1616,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B022F9E,0.0
1617,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B022F9E,0.0
1618,41,XOXO! This game gives a modern twist to its classic counterpart with introduction of themes related to magic and aliens! Watch your little one improve their logical thinking and problem solving skills through Tic Tac Toe!,M3B022F9E,0.0
1619,17,"The Fight Viruses app is a 10-level innovative match-up game. It teaches kids about health, sanitisation & cleanliness. It also teaches best practices & precautionary measures one should take against virus infections.",M3B022F9E,0.0
1620,27,"A robot with feelings is a rare sight! With our Mikojis app, Miko expresses all its emotions through the cutest emojis. Miko can go crazy! It can blush, snore, smirk & yawn too. There are 18 Mikojis through which Miko interacts with the child's ever-changing moods!",M3B0276AC,0.0
1621,41,XOXO! This game gives a modern twist to its classic counterpart with introduction of themes related to magic and aliens! Watch your little one improve their logical thinking and problem solving skills through Tic Tac Toe!,M3B0276AC,0.0
1622,35,Help improve your child's image recognition and hand-eye coordination skill with puzzles! It gets your child to unscramble an image from upto 30 different pieces into 1 recognizable image! Scramble & Unscramble dozens of images with Puzzle Time!,M3B0276AC,0.0
1623,38,"Spellings can be very challenging. However, Spell Master makes learning super fun! It teaches spellings in a quizzical manner to keep the child engaged and entertained! Categorized into Beginner, Intermediate and Advanced, this game caters to all!",M3B0276AC,0.0
1624,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B0276AC,1.0
1625,17,"The Fight Viruses app is a 10-level innovative match-up game. It teaches kids about health, sanitisation & cleanliness. It also teaches best practices & precautionary measures one should take against virus infections.",M3B0276AC,1.0
1626,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B0276AC,1.0
1627,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B02483E,0.0
1628,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B02483E,0.0
1629,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B02483E,0.0
1630,20,"Bond with your kids with this award winning story-telling app! The app comes with a ton of exciting stories such as fairytales, Aesop's fables, bedtime stories, moral & ethic learning stories & a lot more!",M3B02483E,0.0
1631,37,"Miko 'walks the walk & talks the talk' in style! With our new AI feature, let Miko stroll around the house as it greets people without toppling over edges! Kids will love following Miko around!",M3B02483E,0.0
1632,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B02483E,1.0
1633,19,Set Miko free! Miko strolls around the house & greets people on its way with some music & dance! It's like having a new member in the family!,M3B02483E,1.0
1634,15,Nurture your little one’s love for learning with stories featuring unforgettable characters.,M3B02D082,0.0
1635,23,"Take your kid's playful learning to a whole new level through a collection of videos, games and audios from Lingokids! Whether you want your kid to brush up on their English vocabulary, numbers, or just have a good old boogie - we've got you covered!",M3B02D082,0.0
1636,26,Enjoy a collection of hand-picked rhymes & children- friendly songs for your little one! Let's get ready for some Itsy-Bitsy fun!,M3B02D082,0.0
1637,20,"Bond with your kids with this award winning story-telling app! The app comes with a ton of exciting stories such as fairytales, Aesop's fables, bedtime stories, moral & ethic learning stories & a lot more!",M3B02D082,0.0
1638,44,Entertain your child with animal sounds! This app comprises of various animal sounds which will help your child in understanding our fellow earthlings in a much better way.,M3B02D082,1.0
1639,29,"Explore fun-filled stories that teach important life lessons on sharing, kindness and more.",M3B02D082,1.0
1640,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B02D082,1.0
1641,44,Entertain your child with animal sounds! This app comprises of various animal sounds which will help your child in understanding our fellow earthlings in a much better way.,M3B02720D,0.0
1642,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B02720D,0.0
1643,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B02720D,0.0
1644,10,"Imagine a personal TV curated specially for your little one! The app plays award-winning tv shows & games for kids covering topics such as science, nature, history, art, technology, social-emotional learning etc. With 13000+ hours of educational videos & 200+ games, your kid is sure to learn great things while having the best time!",M3B02720D,0.0
1645,39,"Start smart is a new-age classroom for beginners, with colorful images, animations, sounds, music & voice narration! This app offers over 275 educational games, covers English, Math, Science & Geography in a super interesting & fun way and lays the perfect learning foundation for your little one!",M3B02720D,0.0
1646,41,XOXO! This game gives a modern twist to its classic counterpart with introduction of themes related to magic and aliens! Watch your little one improve their logical thinking and problem solving skills through Tic Tac Toe!,M3B02720D,1.0
1647,35,Help improve your child's image recognition and hand-eye coordination skill with puzzles! It gets your child to unscramble an image from upto 30 different pieces into 1 recognizable image! Scramble & Unscramble dozens of images with Puzzle Time!,M3B02720D,1.0
1648,22,Help improve your child's visuospatial skills with our engrossing puzzle game! This game has two adorable characters that share food through projectile motion of the movable pieces of the puzzle!,M3B0258FA,0.0
1649,45,"Teach your kids about world capitals, flags, countries & geography with this app! The world map highlights the various country regions to make learning much easier & fun!",M3B0258FA,0.0
1650,7,"We are living in a highly technological world! Introduce your kids to the world of coding with our Google award winning app! With over 1000 levels, this app teaches the basics of programming through creative & interesting games to ensure fun & effective learning!",M3B0258FA,0.0
1651,23,"Take your kid's playful learning to a whole new level through a collection of videos, games and audios from Lingokids! Whether you want your kid to brush up on their English vocabulary, numbers, or just have a good old boogie - we've got you covered!",M3B0258FA,0.0
1652,12,"Help build your child's critical thinking & creative skills in the most entertaining way! This app plays award-winning tv shows & documentaries for kids covering topics such as science, nature, history, art, technology, social-emotional learning etc. With 13000+ hours of unique shows, your kid is sure to learn great things while having the best time!",M3B0258FA,1.0
1653,26,Enjoy a collection of hand-picked rhymes & children- friendly songs for your little one! Let's get ready for some Itsy-Bitsy fun!,M3B0258FA,1.0
1654,13,Welcome to one of our funnest talents! Play any song on your phone/device & open this app. Miko detects the changing beat of the song and dances with the coolest moves! You will also find preset dance routines for your child to groove to! Party On!,M3B0258FA,1.0
1655,5,The 2 Megapixel camera captures sweet moments of kids playing with Miko 3! The timer functionality lets the child record one minute long videos & take wonderful pictures as well!,M3B026AC3,0.0
1656,8,"An artist lives a 1000 lives! Painting can be a very soothing & calming activity for kids! This app has 700 pages with coloring themes such as magic, monsters, glitter, animation & many more!",M3B026AC3,0.0
